InteractionID,UserID,SessionID,ProductID,TimeSpentSeconds,EngagementScore,ActionTaken,NextProductID
I15035,U1575,S1504,ms-5,289.18,0.939,Next Product,ms-3
I15036,U0669,S1504,ec-1,60.2,0.9364,Share,N/A
I15037,U1014,S1504,ec-5,117.21,0.99,Share,N/A
I15038,U1419,S1504,ec-2,108.62,0.9721,Share,N/A
I15039,U0883,S1504,ec-2,99.44,0.6401,Next Product,ec-5
I15040,U0477,S1505,ms-1,209.45,0.65,Rewatch,N/A
I15041,U1086,S1505,ms-1,98.8,0.99,Share,N/A
I15042,U0900,S1505,ec-3,197.51,0.4654,Exit,N/A
I15043,U1220,S1505,ms-5,129.1,0.9424,Share,N/A
I15044,U1955,S1505,ec-4,10.0,0.3692,Exit,N/A
I15045,U1392,S1505,ms-3,243.5,0.65,Rewatch,N/A
I15046,U0146,S1505,ec-5,227.44,0.4673,Rewatch,N/A
I15047,U1216,S1505,ms-3,33.74,0.0964,Exit,N/A
I15048,U0351,S1505,ms-4,38.02,0.2031,Exit,N/A
I15049,U0217,S1505,ms-1,27.25,0.3813,Next Product,ms-4
I15050,U1492,S1506,ec-4,67.62,0.2992,Exit,N/A
I15051,U0754,S1506,ec-4,238.78,0.4,Rewatch,N/A
I15052,U0152,S1506,ec-3,30.19,0.1451,Exit,N/A
I15053,U0719,S1506,ec-2,213.45,0.9505,Next Product,ec-5
I15054,U1153,S1506,ec-6,297.53,0.9255,Next Product,ec-4
I15055,U0042,S1506,ms-2,38.97,0.191,Exit,N/A
I15056,U1653,S1506,ec-1,274.97,0.9433,Share,N/A
I15057,U1274,S1506,ec-2,243.36,0.8829,Next Product,ec-3
I15058,U0592,S1506,ms-2,180.0,0.6076,Rewatch,N/A
I15059,U1010,S1506,ms-6,140.43,0.9897,Share,N/A
I15060,U1164,S1507,ec-6,267.2,0.8697,Next Product,ec-4
I15061,U1481,S1507,ec-3,33.99,0.0945,Exit,N/A
I15062,U0546,S1507,ms-1,40.0,0.1891,Exit,N/A
I15063,U0188,S1507,ec-2,238.65,0.974,Next Product,ec-5
I15064,U0509,S1507,ec-6,23.46,0.155,Exit,N/A
I15065,U1268,S1507,ec-2,32.21,0.1474,Exit,N/A
I15066,U0542,S1507,ec-1,22.79,0.1187,Exit,N/A
I15067,U1211,S1507,ms-1,128.33,0.9513,Share,N/A
I15068,U1430,S1507,ms-4,131.5,0.9328,Next Product,ms-1
I15069,U0853,S1507,ec-4,181.04,0.65,Rewatch,N/A
I15070,U1249,S1508,ms-3,67.84,0.9334,Share,N/A
I15071,U0097,S1508,ms-2,267.71,0.99,Share,N/A
I15072,U1306,S1508,ec-4,61.05,0.2413,Exit,N/A
I15073,U1669,S1508,ec-2,111.16,0.9552,Share,N/A
I15074,U1218,S1508,ec-6,83.25,0.9748,Share,N/A
I15075,U0442,S1508,ms-3,99.1,0.9344,Share,N/A
I15076,U1603,S1508,ec-1,93.75,0.94,Next Product,ec-2
I15077,U0774,S1508,ms-2,247.6,0.99,Share,N/A
I15078,U1611,S1508,ms-4,31.42,0.1408,Exit,N/A
I15079,U0084,S1508,ms-1,98.29,0.9082,Share,N/A
I15080,U0206,S1509,ms-1,10.0,0.1873,Rewatch,N/A
I15081,U1537,S1509,ms-3,271.75,0.9403,Next Product,ms-2
I15082,U1147,S1509,ms-4,94.59,0.4329,Exit,N/A
I15083,U1934,S1509,ec-4,246.07,0.8602,Next Product,ec-3
I15084,U0250,S1509,ms-2,222.46,0.632,Exit,N/A
I15085,U1861,S1509,ms-2,298.97,0.4165,Rewatch,N/A
I15086,U1618,S1509,ms-5,233.85,0.4654,Rewatch,N/A
I15087,U1604,S1509,ec-1,26.62,0.1071,Rewatch,N/A
I15088,U0894,S1509,ec-4,18.31,0.231,Exit,N/A
I15089,U0977,S1509,ms-2,251.99,0.8555,Share,N/A
I15090,U0577,S1510,ec-4,244.99,0.953,Next Product,ms-2
I15091,U1592,S1510,ec-1,291.92,0.9394,Next Product,ec-2
I15092,U0311,S1510,ms-6,276.28,0.8855,Next Product,ms-5
I15093,U1868,S1510,ec-4,72.38,0.6341,Exit,N/A
I15094,U1039,S1510,ec-5,85.9,0.9605,Share,N/A
I15095,U0299,S1510,ms-2,224.09,0.9882,Next Product,ms-6
I15096,U1604,S1510,ms-3,26.39,0.2363,Exit,N/A
I15097,U0519,S1510,ms-5,18.4,0.1601,Exit,N/A
I15098,U1219,S1510,ec-1,26.03,0.1833,Exit,N/A
I15099,U0074,S1510,ms-3,250.32,0.417,Exit,N/A
I15100,U0321,S1511,ec-6,285.64,0.9646,Next Product,ec-1
I15101,U0291,S1511,ms-6,38.48,0.1526,Exit,N/A
I15102,U0540,S1511,ec-5,64.24,0.9702,Share,N/A
I15103,U0956,S1511,ms-6,184.48,0.483,Exit,N/A
I15104,U0005,S1511,ms-3,20.0,0.1408,Exit,N/A
I15105,U1984,S1511,ms-5,271.71,0.6152,Rewatch,N/A
I15106,U0441,S1511,ms-4,14.0,0.2256,Rewatch,N/A
I15107,U0368,S1511,ms-4,281.83,0.9408,Next Product,ms-1
I15108,U1031,S1511,ec-2,60.0,0.9247,Share,N/A
I15109,U1406,S1511,ms-4,250.27,0.99,Next Product,ms-1
I15110,U1414,S1512,ms-4,273.02,0.4535,Rewatch,N/A
I15111,U0030,S1512,ms-4,200.0,0.9109,Next Product,ms-1
I15112,U1704,S1512,ec-6,26.4,0.0879,Exit,N/A
I15113,U0947,S1512,ms-5,223.87,0.99,Next Product,ms-3
I15114,U1527,S1512,ec-2,88.78,0.941,Share,N/A
I15115,U0400,S1512,ec-4,300.0,0.9031,Share,N/A
I15116,U1841,S1512,ms-5,180.0,0.4791,Rewatch,N/A
I15117,U1430,S1512,ec-4,58.75,0.3288,Exit,N/A
I15118,U0855,S1512,ec-1,50.25,0.3289,Rewatch,N/A
I15119,U1552,S1512,ec-1,15.49,0.1413,Exit,N/A
I15120,U0775,S1513,ms-1,33.03,0.2041,Exit,N/A
I15121,U1941,S1513,ec-6,180.0,0.4083,Rewatch,N/A
I15122,U1333,S1513,ms-5,29.7,0.1181,Exit,N/A
I15123,U1226,S1513,ms-2,26.65,0.4281,Exit,N/A
I15124,U1306,S1513,ms-1,246.8,0.9652,Next Product,ms-4
I15125,U0850,S1513,ms-5,265.18,0.4125,Rewatch,N/A
I15126,U1772,S1513,ms-5,53.45,0.1849,Rewatch,N/A
I15127,U1987,S1513,ms-6,237.64,0.6313,Rewatch,N/A
I15128,U1501,S1513,ms-5,38.48,0.1209,Rewatch,N/A
I15129,U0705,S1513,ec-2,98.41,0.9785,Next Product,ec-5
I15130,U1670,S1514,ec-5,71.75,0.9047,Share,N/A
I15131,U0522,S1514,ms-3,86.05,0.9877,Share,N/A
I15132,U0434,S1514,ec-5,26.41,0.1267,Exit,N/A
I15133,U1068,S1514,ec-2,260.63,0.6053,Rewatch,N/A
I15134,U1604,S1514,ms-3,17.23,0.1405,Exit,N/A
I15135,U1572,S1514,ec-1,69.28,0.9543,Share,N/A
I15136,U1549,S1514,ec-6,119.09,0.9,Share,N/A
I15137,U1024,S1514,ms-5,180.0,0.65,Rewatch,N/A
I15138,U0594,S1514,ec-1,206.58,0.65,Rewatch,N/A
I15139,U0564,S1514,ec-5,211.75,0.8934,Next Product,ec-1
I15140,U0058,S1515,ms-3,27.18,0.1341,Exit,N/A
I15141,U1741,S1515,ms-5,287.96,0.9141,Next Product,ms-3
I15142,U1828,S1515,ec-4,271.36,0.8654,Next Product,ec-3
I15143,U1133,S1515,ms-3,57.93,0.3529,Rewatch,N/A
I15144,U0441,S1515,ms-3,38.47,0.2329,Rewatch,N/A
I15145,U0626,S1515,ms-6,236.91,0.5285,Rewatch,N/A
I15146,U0794,S1515,ec-1,103.21,0.9752,Share,N/A
I15147,U0272,S1515,ec-3,143.25,0.9873,Share,N/A
I15148,U0851,S1515,ms-6,17.5,0.0828,Exit,N/A
I15149,U1374,S1515,ms-6,200.0,0.9517,Share,N/A
I15150,U0305,S1516,ec-5,234.21,0.9731,Next Product,ec-1
I15151,U1434,S1516,ec-4,68.96,0.9634,Share,N/A
I15152,U0477,S1516,ec-5,60.0,0.9651,Share,N/A
I15153,U1623,S1516,ec-4,261.74,0.865,Next Product,ec-3
I15154,U1989,S1516,ms-1,26.92,0.2535,Exit,N/A
I15155,U0637,S1516,ms-2,270.64,0.99,Next Product,ms-6
I15156,U1083,S1516,ms-2,226.13,0.6078,Rewatch,N/A
I15157,U0434,S1516,ms-2,20.24,0.1623,Exit,N/A
I15158,U1249,S1516,ms-5,15.24,0.1953,Exit,N/A
I15159,U0151,S1516,ms-2,75.83,0.99,Share,N/A
I15160,U1480,S1517,ec-1,11.54,0.1348,Exit,N/A
I15161,U1182,S1517,ms-2,92.53,0.9165,Next Product,ms-6
I15162,U1306,S1517,ms-6,257.04,0.8933,Next Product,ms-5
I15163,U1241,S1517,ms-3,216.68,0.9299,Next Product,ms-2
I15164,U1343,S1517,ec-4,150.0,0.9624,Share,N/A
I15165,U0063,S1517,ec-5,108.11,0.93,Share,N/A
I15166,U0453,S1517,ms-1,30.92,0.1579,Exit,N/A
I15167,U0941,S1517,ec-2,248.11,0.9447,Next Product,ec-5
I15168,U0688,S1517,ec-1,10.0,0.145,Exit,N/A
I15169,U0300,S1517,ec-2,180.0,0.5529,Rewatch,N/A
I15170,U1134,S1518,ms-1,191.03,0.4844,Rewatch,N/A
I15171,U0784,S1518,ms-4,10.0,0.5673,Exit,N/A
I15172,U1785,S1518,ec-1,235.88,0.4178,Rewatch,N/A
I15173,U0464,S1518,ec-6,30.46,0.2389,Exit,N/A
I15174,U0180,S1518,ms-5,300.0,0.85,Next Product,ms-3
I15175,U0469,S1518,ec-4,60.0,0.9644,Next Product,ec-5
I15176,U0161,S1518,ms-5,231.19,0.9282,Next Product,ms-1
I15177,U0885,S1518,ec-6,49.27,0.3923,Next Product,ec-4
I15178,U0453,S1518,ms-1,17.89,0.2501,Exit,N/A
I15179,U1373,S1518,ms-5,180.0,0.4,Exit,N/A
I15180,U0577,S1519,ms-4,122.04,0.939,Share,N/A
I15181,U1854,S1519,ec-6,80.62,0.99,Share,N/A
I15182,U0846,S1519,ec-2,271.91,0.9171,Next Product,ec-5
I15183,U1488,S1519,ec-4,191.68,0.5946,Exit,N/A
I15184,U1787,S1519,ms-1,60.0,0.9345,Share,N/A
I15185,U0972,S1519,ms-5,24.63,0.1607,Exit,N/A
I15186,U1619,S1519,ec-4,245.73,0.8853,Next Product,ec-3
I15187,U1041,S1519,ec-4,127.62,0.9005,Share,N/A
I15188,U1335,S1519,ms-5,241.66,0.8941,Next Product,ec-4
I15189,U1139,S1519,ec-4,120.38,0.99,Share,N/A
I15190,U1634,S1520,ms-5,271.43,0.9123,Next Product,ms-3
I15191,U1334,S1520,ms-5,280.18,0.9224,Next Product,ms-3
I15192,U1303,S1520,ec-4,10.0,0.2099,Exit,N/A
I15193,U0243,S1520,ms-2,180.0,0.5633,Rewatch,N/A
I15194,U0913,S1520,ec-3,226.07,0.863,Next Product,ec-6
I15195,U1514,S1520,ec-5,236.62,0.85,Next Product,ec-1
I15196,U1120,S1520,ec-1,79.18,0.9626,Share,N/A
I15197,U1524,S1520,ec-1,111.0,0.9,Share,N/A
I15198,U0441,S1520,ms-4,34.7,0.2686,Exit,N/A
I15199,U1641,S1520,ms-4,100.0,0.3209,Exit,N/A
I15200,U1498,S1521,ms-1,236.7,0.85,Next Product,ec-5
I15201,U1341,S1521,ms-6,24.48,0.1016,Exit,N/A
I15202,U1930,S1521,ms-4,84.92,0.9616,Next Product,ms-1
I15203,U1310,S1521,ms-6,24.39,0.1598,Exit,N/A
I15204,U0423,S1521,ec-2,180.0,0.4889,Rewatch,N/A
I15205,U1529,S1521,ms-4,268.39,0.85,Next Product,ms-1
I15206,U0742,S1521,ec-3,180.0,0.5194,Rewatch,N/A
I15207,U0066,S1521,ms-2,19.83,0.1885,Exit,N/A
I15208,U0195,S1521,ec-6,180.0,0.5418,Rewatch,N/A
I15209,U0719,S1521,ms-2,141.13,0.9598,Share,N/A
I15210,U0748,S1522,ec-3,203.99,0.99,Next Product,ec-6
I15211,U1154,S1522,ec-5,233.59,0.85,Next Product,ec-1
I15212,U1187,S1522,ms-5,274.36,0.8796,Next Product,ec-3
I15213,U0975,S1522,ms-2,23.42,0.2407,Exit,N/A
I15214,U0141,S1522,ms-4,25.72,0.0811,Exit,N/A
I15215,U1402,S1522,ec-4,272.57,0.9425,Next Product,ec-3
I15216,U1395,S1522,ec-4,253.65,0.85,Next Product,ec-3
I15217,U1682,S1522,ms-5,139.2,0.99,Share,N/A
I15218,U0357,S1522,ms-6,99.26,0.9301,Share,N/A
I15219,U0992,S1522,ms-4,30.33,0.1773,Exit,N/A
I15220,U1610,S1523,ms-5,268.97,0.9205,Next Product,ec-4
I15221,U0882,S1523,ms-2,193.0,0.427,Rewatch,N/A
I15222,U1228,S1523,ec-4,274.91,0.8885,Next Product,ec-3
I15223,U1355,S1523,ec-6,10.0,0.1501,Exit,N/A
I15224,U1144,S1523,ms-5,245.44,0.9169,Next Product,ms-3
I15225,U0211,S1523,ms-6,24.37,0.0997,Exit,N/A
I15226,U1347,S1523,ec-2,21.01,0.202,Exit,N/A
I15227,U0097,S1523,ec-6,125.65,0.9394,Next Product,ec-4
I15228,U0725,S1523,ms-1,243.41,0.5593,Rewatch,N/A
I15229,U1215,S1523,ms-2,206.81,0.65,Rewatch,N/A
I15230,U1501,S1524,ec-3,223.15,0.9353,Next Product,ec-6
I15231,U0676,S1524,ec-4,10.0,0.168,Exit,N/A
I15232,U0597,S1524,ms-2,18.4,0.1309,Exit,N/A
I15233,U1683,S1524,ec-4,241.27,0.85,Next Product,ms-1
I15234,U0179,S1524,ms-6,97.19,0.9635,Share,N/A
I15235,U1110,S1524,ms-6,251.11,0.9685,Next Product,ms-5
I15236,U1727,S1524,ms-3,244.08,0.9851,Next Product,ms-2
I15237,U1345,S1524,ms-1,228.24,0.5973,Rewatch,N/A
I15238,U0838,S1524,ms-4,258.76,0.8964,Next Product,ms-1
I15239,U1127,S1524,ms-6,69.75,0.3129,Rewatch,N/A
I15240,U0297,S1525,ec-4,32.24,0.1472,Exit,N/A
I15241,U0876,S1525,ms-6,146.1,0.9615,Share,N/A
I15242,U1834,S1525,ms-1,180.0,0.4891,Rewatch,N/A
I15243,U0493,S1525,ec-4,95.54,0.9892,Share,N/A
I15244,U1328,S1525,ec-5,236.98,0.8855,Next Product,ec-1
I15245,U0555,S1525,ms-5,10.0,0.5938,Exit,N/A
I15246,U0408,S1525,ms-1,284.45,0.99,Next Product,ms-4
I15247,U1669,S1525,ec-5,14.47,0.0803,Exit,N/A
I15248,U1981,S1525,ec-2,229.28,0.5639,Rewatch,N/A
I15249,U0596,S1525,ms-2,180.0,0.4494,Rewatch,N/A
I15250,U0861,S1526,ec-6,193.71,0.507,Rewatch,N/A
I15251,U0206,S1526,ec-3,259.16,0.85,Next Product,ec-6
I15252,U0359,S1526,ms-6,40.0,0.1687,Exit,N/A
I15253,U1609,S1526,ms-4,223.47,0.4868,Rewatch,N/A
I15254,U0681,S1526,ec-2,186.28,0.4708,Rewatch,N/A
I15255,U1036,S1526,ec-1,85.33,0.9623,Share,N/A
I15256,U0120,S1526,ms-3,36.38,0.0793,Exit,N/A
I15257,U1775,S1526,ms-6,236.77,0.927,Next Product,ms-5
I15258,U0874,S1526,ms-1,27.1,0.1211,Rewatch,N/A
I15259,U1179,S1526,ec-5,21.37,0.1383,Exit,N/A
I15260,U0040,S1527,ec-3,14.33,0.2608,Rewatch,N/A
I15261,U1458,S1527,ms-3,61.32,0.9311,Next Product,ms-2
I15262,U1263,S1527,ec-1,60.0,0.98,Next Product,ec-2
I15263,U0279,S1527,ec-1,36.39,0.0653,Exit,N/A
I15264,U0522,S1527,ec-2,27.9,0.1298,Exit,N/A
I15265,U0220,S1527,ec-5,219.58,0.6034,Rewatch,N/A
I15266,U1378,S1527,ms-5,10.0,0.2035,Exit,N/A
I15267,U1542,S1527,ms-5,265.64,0.9743,Next Product,ms-3
I15268,U1729,S1527,ms-4,200.0,0.9183,Next Product,ms-1
I15269,U0015,S1527,ms-1,66.11,0.4653,Rewatch,N/A
I15270,U1131,S1528,ec-5,238.63,0.6206,Rewatch,N/A
I15271,U1052,S1528,ec-2,25.85,0.1774,Exit,N/A
I15272,U1295,S1528,ms-4,40.0,0.0995,Exit,N/A
I15273,U1130,S1528,ms-2,99.91,0.9269,Share,N/A
I15274,U1192,S1528,ec-5,195.92,0.5997,Rewatch,N/A
I15275,U1160,S1528,ms-2,10.0,0.094,Exit,N/A
I15276,U1180,S1528,ms-4,37.1,0.0837,Exit,N/A
I15277,U1754,S1528,ms-2,93.26,0.3982,Exit,N/A
I15278,U1095,S1528,ec-2,40.76,0.3956,Exit,N/A
I15279,U0264,S1528,ms-2,90.23,0.9568,Share,N/A
I15280,U1737,S1529,ec-3,43.38,0.2676,Rewatch,N/A
I15281,U0954,S1529,ec-6,136.78,0.968,Share,N/A
I15282,U0017,S1529,ms-2,25.86,0.1196,Exit,N/A
I15283,U1977,S1529,ec-3,34.45,0.1444,Exit,N/A
I15284,U0901,S1529,ec-5,19.93,0.2295,Exit,N/A
I15285,U1535,S1529,ms-3,200.0,0.99,Next Product,ms-2
I15286,U0178,S1529,ms-6,40.0,0.1055,Exit,N/A
I15287,U1062,S1529,ec-4,230.31,0.8642,Next Product,ms-3
I15288,U1708,S1529,ec-1,60.03,0.3422,Rewatch,N/A
I15289,U0691,S1529,ec-6,219.92,0.9129,Share,N/A
I15290,U0412,S1530,ms-2,10.0,0.2045,Exit,N/A
I15291,U1733,S1530,ec-4,23.5,0.1889,Exit,N/A
I15292,U0944,S1530,ms-5,136.07,0.9633,Share,N/A
I15293,U0668,S1530,ms-3,224.64,0.4,Rewatch,N/A
I15294,U1002,S1530,ec-5,23.21,0.0997,Rewatch,N/A
I15295,U1639,S1530,ms-3,180.0,0.4,Rewatch,N/A
I15296,U1264,S1530,ms-4,43.12,0.2671,Next Product,ms-1
I15297,U0758,S1530,ms-2,240.29,0.8798,Next Product,ms-6
I15298,U0896,S1530,ec-1,180.0,0.65,Rewatch,N/A
I15299,U0786,S1530,ms-4,105.28,0.9403,Share,N/A
I15300,U0961,S1531,ms-2,284.11,0.4,Rewatch,N/A
I15301,U1420,S1531,ms-4,130.66,0.9028,Share,N/A
I15302,U1779,S1531,ec-6,53.98,0.5447,Rewatch,N/A
I15303,U0400,S1531,ms-5,228.77,0.9093,Next Product,ms-3
I15304,U0414,S1531,ms-5,122.87,0.9462,Share,N/A
I15305,U0638,S1531,ec-4,23.91,0.2508,Exit,N/A
I15306,U1300,S1531,ec-3,129.98,0.99,Share,N/A
I15307,U1323,S1531,ec-6,247.13,0.9271,Next Product,ec-4
I15308,U0519,S1531,ec-3,260.01,0.9544,Next Product,ms-2
I15309,U1001,S1531,ms-4,243.47,0.5954,Rewatch,N/A
I15310,U0363,S1532,ms-2,266.56,0.5533,Exit,N/A
I15311,U1855,S1532,ms-6,88.92,0.909,Next Product,ms-5
I15312,U0573,S1532,ms-1,70.76,0.513,Next Product,ms-4
I15313,U0447,S1532,ms-2,229.1,0.9003,Next Product,ms-6
I15314,U0777,S1532,ms-6,237.83,0.9399,Next Product,ms-5
I15315,U1420,S1532,ec-1,22.73,0.05,Exit,N/A
I15316,U1884,S1532,ec-1,216.37,0.4798,Rewatch,N/A
I15317,U1005,S1532,ms-5,270.06,0.9281,Next Product,ms-3
I15318,U0631,S1532,ms-2,229.08,0.8871,Next Product,ms-6
I15319,U1063,S1532,ec-6,55.15,0.3941,Exit,N/A
I15320,U1591,S1533,ec-5,200.0,0.9893,Next Product,ec-1
I15321,U0869,S1533,ms-6,241.21,0.65,Rewatch,N/A
I15322,U0278,S1533,ec-4,180.0,0.6132,Exit,N/A
I15323,U1272,S1533,ec-2,40.0,0.198,Exit,N/A
I15324,U0784,S1533,ms-6,30.65,0.1116,Exit,N/A
I15325,U0322,S1533,ec-6,278.32,0.4856,Exit,N/A
I15326,U1676,S1533,ec-2,30.04,0.0981,Exit,N/A
I15327,U1776,S1533,ms-4,47.11,0.5465,Rewatch,N/A
I15328,U0478,S1533,ms-4,49.0,0.5353,Rewatch,N/A
I15329,U0903,S1533,ec-5,36.46,0.1219,Exit,N/A
I15330,U0525,S1534,ms-5,12.55,0.14,Exit,N/A
I15331,U0069,S1534,ec-6,10.0,0.1661,Exit,N/A
I15332,U1401,S1534,ec-3,253.21,0.9508,Next Product,ms-6
I15333,U1535,S1534,ms-2,130.76,0.9883,Next Product,ms-6
I15334,U0026,S1534,ms-4,180.0,0.65,Exit,N/A
I15335,U0073,S1534,ec-4,247.89,0.65,Rewatch,N/A
I15336,U1547,S1534,ec-3,234.23,0.9049,Next Product,ec-6
I15337,U1808,S1534,ec-2,257.96,0.85,Next Product,ec-5
I15338,U1966,S1534,ms-1,200.0,0.9357,Next Product,ms-4
I15339,U0809,S1534,ms-5,15.23,0.1992,Exit,N/A
I15340,U1439,S1535,ms-6,36.23,0.1628,Exit,N/A
I15341,U1938,S1535,ec-3,33.32,0.216,Rewatch,N/A
I15342,U0973,S1535,ec-3,233.51,0.4556,Rewatch,N/A
I15343,U1856,S1535,ec-5,240.69,0.5394,Rewatch,N/A
I15344,U1049,S1535,ms-5,244.98,0.8786,Next Product,ms-3
I15345,U1007,S1535,ec-4,34.61,0.1751,Exit,N/A
I15346,U0729,S1535,ec-2,253.71,0.4566,Rewatch,N/A
I15347,U0203,S1535,ms-5,81.63,0.4524,Exit,N/A
I15348,U0178,S1535,ec-2,30.71,0.1713,Rewatch,N/A
I15349,U1233,S1535,ms-5,60.0,0.9877,Share,N/A
I15350,U1254,S1536,ms-1,81.18,0.499,Rewatch,N/A
I15351,U1207,S1536,ec-6,63.56,0.3884,Exit,N/A
I15352,U0363,S1536,ms-4,13.55,0.1343,Exit,N/A
I15353,U1170,S1536,ms-6,252.03,0.876,Next Product,ms-5
I15354,U1753,S1536,ec-6,193.62,0.6036,Exit,N/A
I15355,U1943,S1536,ms-3,261.83,0.4043,Rewatch,N/A
I15356,U1971,S1536,ec-1,40.0,0.1067,Exit,N/A
I15357,U1755,S1536,ec-1,14.65,0.2265,Exit,N/A
I15358,U1353,S1536,ec-4,31.89,0.1986,Exit,N/A
I15359,U0618,S1536,ms-3,224.67,0.9426,Next Product,ec-2
I15360,U1924,S1537,ms-6,270.03,0.9692,Next Product,ms-5
I15361,U0649,S1537,ms-3,227.23,0.9682,Next Product,ms-2
I15362,U0081,S1537,ec-6,33.1,0.2282,Exit,N/A
I15363,U0834,S1537,ms-6,180.0,0.4719,Exit,N/A
I15364,U0457,S1537,ms-4,260.09,0.9383,Next Product,ms-1
I15365,U0766,S1537,ec-2,98.65,0.9042,Share,N/A
I15366,U1292,S1537,ec-4,26.97,0.1654,Exit,N/A
I15367,U1412,S1537,ms-2,24.97,0.1482,Rewatch,N/A
I15368,U1106,S1537,ms-5,257.69,0.5346,Exit,N/A
I15369,U1393,S1537,ec-4,12.5,0.2202,Exit,N/A
I15370,U1472,S1538,ec-4,140.41,0.9488,Share,N/A
I15371,U0650,S1538,ms-4,126.25,0.9043,Share,N/A
I15372,U0910,S1538,ec-1,245.67,0.85,Next Product,ec-2
I15373,U0843,S1538,ec-2,133.74,0.9051,Share,N/A
I15374,U1304,S1538,ms-4,237.66,0.9308,Next Product,ms-1
I15375,U0140,S1538,ms-5,33.24,0.1764,Exit,N/A
I15376,U1743,S1538,ms-2,36.43,0.1902,Exit,N/A
I15377,U0405,S1538,ec-5,89.26,0.1367,Next Product,ec-1
I15378,U1401,S1538,ms-5,91.36,0.9133,Share,N/A
I15379,U1181,S1538,ec-4,229.15,0.65,Rewatch,N/A
I15380,U1905,S1539,ms-2,13.39,0.2009,Exit,N/A
I15381,U1869,S1539,ms-1,235.86,0.9007,Next Product,ms-4
I15382,U0088,S1539,ms-5,13.25,0.1124,Exit,N/A
I15383,U1595,S1539,ms-1,69.4,0.5157,Exit,N/A
I15384,U0573,S1539,ms-2,55.99,0.6869,Exit,N/A
I15385,U0924,S1539,ms-1,239.05,0.9306,Next Product,ms-4
I15386,U0499,S1539,ec-2,207.15,0.5204,Rewatch,N/A
I15387,U0419,S1539,ms-5,226.36,0.5852,Rewatch,N/A
I15388,U0129,S1539,ms-5,86.72,0.3495,Exit,N/A
I15389,U0901,S1539,ms-2,227.69,0.5921,Rewatch,N/A
I15390,U0988,S1540,ec-1,291.95,0.9341,Next Product,ec-2
I15391,U1808,S1540,ec-2,252.7,0.5806,Exit,N/A
I15392,U1669,S1540,ec-6,201.86,0.5994,Rewatch,N/A
I15393,U0289,S1540,ec-5,193.96,0.4336,Rewatch,N/A
I15394,U1671,S1540,ms-2,117.45,0.9639,Share,N/A
I15395,U0548,S1540,ec-3,234.45,0.5477,Rewatch,N/A
I15396,U0698,S1540,ms-2,24.28,0.0958,Rewatch,N/A
I15397,U1571,S1540,ms-6,10.0,0.5332,Exit,N/A
I15398,U1500,S1540,ec-2,228.27,0.6419,Rewatch,N/A
I15399,U0165,S1540,ms-4,32.66,0.2072,Exit,N/A
I15400,U1408,S1541,ms-1,39.54,0.1572,Exit,N/A
I15401,U1489,S1541,ms-5,98.06,0.99,Share,N/A
I15402,U1275,S1541,ec-1,191.96,0.4321,Exit,N/A
I15403,U0654,S1541,ms-2,206.44,0.5044,Rewatch,N/A
I15404,U0986,S1541,ms-2,251.45,0.8775,Next Product,ms-4
I15405,U0649,S1541,ec-6,108.02,0.9686,Share,N/A
I15406,U1596,S1541,ec-3,150.0,0.9086,Share,N/A
I15407,U1891,S1541,ms-4,86.78,0.9212,Share,N/A
I15408,U1538,S1541,ec-2,112.97,0.99,Share,N/A
I15409,U1992,S1541,ec-2,14.54,0.0795,Exit,N/A
I15410,U0135,S1542,ec-4,26.79,0.218,Exit,N/A
I15411,U1982,S1542,ms-4,26.34,0.2479,Exit,N/A
I15412,U1343,S1542,ec-4,243.18,0.4786,Rewatch,N/A
I15413,U1478,S1542,ec-6,118.36,0.99,Share,N/A
I15414,U1541,S1542,ec-2,218.73,0.5584,Rewatch,N/A
I15415,U0351,S1542,ec-5,26.2,0.1449,Exit,N/A
I15416,U1765,S1542,ec-1,180.0,0.5809,Rewatch,N/A
I15417,U0627,S1542,ms-6,233.05,0.8976,Next Product,ms-2
I15418,U1944,S1542,ms-4,26.14,0.1903,Exit,N/A
I15419,U1986,S1542,ms-1,247.15,0.9402,Next Product,ms-4
I15420,U1546,S1543,ms-1,79.24,0.9336,Share,N/A
I15421,U0588,S1543,ec-1,17.11,0.3906,Next Product,ec-2
I15422,U1156,S1543,ms-5,232.53,0.65,Rewatch,N/A
I15423,U1563,S1543,ec-3,115.15,0.9129,Share,N/A
I15424,U1687,S1543,ms-5,300.0,0.4977,Rewatch,N/A
I15425,U1428,S1543,ms-5,27.52,0.116,Exit,N/A
I15426,U0397,S1543,ec-6,256.31,0.989,Next Product,ec-4
I15427,U0342,S1543,ec-1,14.29,0.1265,Exit,N/A
I15428,U1908,S1543,ec-1,104.97,0.9,Share,N/A
I15429,U1403,S1543,ms-4,124.7,0.9283,Share,N/A
I15430,U1512,S1544,ec-2,101.48,0.9169,Share,N/A
I15431,U0588,S1544,ms-6,65.78,0.9496,Share,N/A
I15432,U0792,S1544,ms-6,40.0,0.1022,Exit,N/A
I15433,U1188,S1544,ms-3,277.43,0.9855,Share,N/A
I15434,U0590,S1544,ms-4,279.31,0.9114,Next Product,ms-1
I15435,U0308,S1544,ms-3,257.1,0.99,Next Product,ms-2
I15436,U0156,S1544,ms-3,278.49,0.9211,Next Product,ms-2
I15437,U1418,S1544,ms-6,180.0,0.65,Rewatch,N/A
