UserID,Username,UserType,Region,DeviceType,AccountType,Industry
U1196,rpatel,partial,Mumbai,Tablet,Prospect,Network Equipment Enterprise
U1197,maria.lopez,full,Mumbai,Mobile,Competitor,Government/Military
U1198,rao.priya,partial,Tokyo,Mobile,Customer,Network Equipment Enterprise
U1199,wei.liu,full,Dubai,Mobile,Customer,IT/ITES
U1200,guest.young,minimal,San Francisco,Desktop,Prospect,Retail
U1201,mercer.sam,partial,Mumbai,Mobile,Distributor,Large Enterprise
U1202,mgomes,partial,Bengaluru,Mobile,Competitor,Data/Telecom OEM
U1203,moss.alex,partial,Bengaluru,Desktop,Analyst,Government/Military
U1204,sara.fielding,partial,Mumbai,Mobile,Customer,Large Enterprise
U1205,ebradley,partial,San Francisco,Mobile,Distributor,Storage Service Provider
U1206,turner.guest,minimal,London,Mobile,Integrator,Network Equipment Enterprise
U1207,sutherland.chris,full,Mumbai,Desktop,Customer,MSP (Management Service Provider)
U1208,guest.edwards,minimal,Singapore,Tablet,Press,CPAAS
U1209,hicks.sam,full,Mumbai,Mobile,Prospect,Systems Integrator
U1210,mariagome,full,Sydney,Mobile,Customer,IT/ITES
U1211,cguo,full,Singapore,Mobile,Reseller,Storage Equipment
U1212,zhang.wei,partial,London,Mobile,Competitor,Optical Networking
U1213,john_griffith,partial,Bengaluru,Mobile,Customer,Non-management ISV
U1214,chris_boyd,partial,Bengaluru,Mobile,Supplier,Large Enterprise
U1215,mariacost,full,New York,Desktop,Integrator,ERP (Enterprise Resource Planning)
U1216,johnharr,full,Hyderabad,Mobile,Other,Retail Tech
U1217,sam.dunn,partial,Dubai,Mobile,Analyst,MSP (Management Service Provider)
U1218,pmenon,full,Dubai,Mobile,Prospect,Storage Equipment
U1219,rajsing,full,London,Mobile,Competitor,ASP (Application Service Provider)
U1220,chris_sutherland,full,Hyderabad,Mobile,Press,Large Enterprise
U1221,cclifton,partial,Berlin,Mobile,Partner,BFSI
U1222,priya.nair,partial,Berlin,Desktop,Supplier,ERP (Enterprise Resource Planning)
U1223,john_sutton,partial,Singapore,Tablet,Other,IT/ITES
U1224,david_harrington,full,Bengaluru,Desktop,Customer,Large Enterprise
U1225,jane.hayes,full,Dubai,Mobile,Supplier,HR Tech
U1226,mgomes,full,Tokyo,Desktop,Analyst,Large Enterprise
U1227,chrisvanc,full,London,Desktop,Prospect,Systems Integrator
U1228,guest_roberts,minimal,Sydney,Desktop,Other,Retail
U1229,gallen,minimal,Chennai,Mobile,Customer,MSP (Management Service Provider)
U1230,cchambers,full,Berlin,Mobile,Supplier,Retail
U1231,chen.zhou,partial,Delhi,Tablet,Supplier,Optical Networking
U1232,rpillai,partial,Delhi,Mobile,Prospect,Storage Service Provider
U1233,wei.chen,partial,Bengaluru,Mobile,Competitor,Government/Military
U1234,reddy.priya,full,London,Desktop,Integrator,SAAS
U1235,david_parker,partial,Chennai,Mobile,Supplier,HR Tech
U1236,guest_anderson,minimal,Sydney,Mobile,Competitor,Storage Equipment
U1237,janelaws,partial,Tokyo,Desktop,Supplier,ManagementISV
U1238,zhou.wei,partial,Toronto,Desktop,Other,Service Provider
U1239,csong,partial,Hyderabad,Mobile,Analyst,Retail
U1240,zhou.wei,full,London,Mobile,Other,Retail Tech
U1241,guestrobe,minimal,Sydney,Mobile,Integrator,ASP (Application Service Provider)
U1242,lquinn,partial,Berlin,Mobile,Distributor,Storage Equipment
U1243,mason.emma,partial,Sydney,Mobile,Competitor,Small/Medium Enterprise
U1244,sutton.jane,full,San Francisco,Mobile,Competitor,Wireless Industry
U1245,david_newton,partial,Singapore,Mobile,Supplier,Storage Service Provider
U1246,saranorr,partial,Bengaluru,Desktop,Supplier,Retail
U1247,gcampbell,minimal,Berlin,Mobile,Investor,Network Equipment Enterprise
U1248,gcampbell,minimal,Berlin,Mobile,Reseller,ERP (Enterprise Resource Planning)
U1249,chenzhan,full,Delhi,Mobile,Investor,Small/Medium Enterprise
U1250,maria.silva,full,Hyderabad,Tablet,Customer,HR Tech
U1251,dgriffin,partial,London,Desktop,Reseller,Optical Networking
U1252,aisharaza,partial,Mumbai,Tablet,Other,Automotive
U1253,adrummond,full,London,Mobile,Prospect,Data/Telecom OEM
U1254,shicks,partial,Chennai,Mobile,Other,Retail Tech
U1255,sharma.raj,full,Dubai,Desktop,Reseller,Automotive
U1256,edwards.guest,minimal,New York,Mobile,Competitor,Retail Tech
U1257,edwards.guest,minimal,New York,Desktop,Reseller,ERP (Enterprise Resource Planning)
U1258,stone.alex,full,London,Mobile,Distributor,Large Enterprise
U1259,mariasilv,full,Chennai,Mobile,Prospect,ManagementISV
U1260,aishahuss,full,London,Mobile,Analyst,BFSI
U1261,desai.priya,partial,Hyderabad,Desktop,Analyst,Large Enterprise
U1262,joshi.priya,partial,Berlin,Mobile,Customer,ManagementISV
U1263,david.harrington,full,Mumbai,Mobile,Analyst,Optical Networking
U1264,lquinn,full,Dubai,Desktop,Press,CPAAS
U1265,lwalsh,full,Delhi,Desktop,Vendor,Storage Equipment
U1266,guest.white,minimal,Hyderabad,Mobile,Reseller,ASP (Application Service Provider)
U1267,guest_allen,minimal,London,Mobile,Vendor,Automotive
U1268,sara_chandler,full,Delhi,Mobile,Partner,Systems Integrator
U1269,emma.cooper,partial,New York,Desktop,Other,Retail
U1270,jreid,full,Dubai,Mobile,Supplier,Non-management ISV
U1271,priya.joshi,full,Singapore,Desktop,Supplier,Retail
U1272,raj.desai,partial,Chennai,Desktop,Partner,Network Equipment Enterprise
U1273,sam.hicks,full,Singapore,Mobile,Other,Retail Tech
U1274,sam.dunn,partial,Berlin,Tablet,Reseller,Retail Tech
U1275,david.harrington,full,Delhi,Desktop,Distributor,ASP (Application Service Provider)
U1276,gedwards,minimal,Bengaluru,Mobile,Customer,IT/ITES
U1277,johnharr,partial,Toronto,Mobile,Other,BFSI
U1278,aisha_ali,partial,Mumbai,Tablet,Supplier,Automotive
U1279,emma.wilson,full,Singapore,Mobile,Prospect,NBFC
U1280,liamreil,partial,London,Desktop,Customer,Large Enterprise
U1281,awebb,full,New York,Mobile,Prospect,Storage Service Provider
U1282,prao,partial,Mumbai,Desktop,Supplier,CPAAS
U1283,jane.cross,partial,Delhi,Mobile,Vendor,SAAS
U1284,raj_mehta,partial,Delhi,Mobile,Analyst,Systems Integrator
U1285,jbennett,full,Hyderabad,Mobile,Partner,Large Enterprise
U1286,priyarao,full,Bengaluru,Mobile,Investor,BFSI
U1287,david_chandler,full,Mumbai,Tablet,Distributor,Data/Telecom OEM
U1288,sara_wright,full,London,Desktop,Analyst,ASP (Application Service Provider)
U1289,sjames,partial,Mumbai,Mobile,Reseller,NBFC
U1290,wright.sara,full,New York,Mobile,Distributor,Systems Integrator
U1291,byrne.liam,partial,Hyderabad,Mobile,Prospect,BFSI
U1292,mehta.raj,full,Delhi,Mobile,Investor,ManagementISV
U1293,david_dawson,full,Toronto,Desktop,Customer,MSP (Management Service Provider)
U1294,emmaholm,partial,Bengaluru,Mobile,Customer,Government/Military
U1295,emason,full,Toronto,Desktop,Other,BFSI
U1296,wlin,partial,Bengaluru,Mobile,Distributor,Large Enterprise
U1297,mmartins,full,San Francisco,Mobile,Supplier,ManagementISV
U1298,guest_hall,minimal,Sydney,Desktop,Competitor,Service Provider
U1299,jbarker,partial,Toronto,Mobile,Prospect,MSP (Management Service Provider)
U1300,john.harrison,full,Dubai,Mobile,Distributor,Wireless Industry
U1301,guest.young,minimal,Mumbai,Mobile,Prospect,Government/Military
U1302,chen_wang,full,Mumbai,Desktop,Integrator,Retail
U1303,mehta.raj,full,Delhi,Desktop,Competitor,NBFC
U1304,chris_boyd,full,Toronto,Mobile,Partner,MSP (Management Service Provider)
U1305,david_weir,full,Toronto,Mobile,Partner,Non-management ISV
U1306,gturner,minimal,Mumbai,Desktop,Competitor,Service Provider
U1307,moliveira,full,Mumbai,Tablet,Competitor,Service Provider
U1308,guestwood,minimal,Hyderabad,Mobile,Vendor,Government/Military
U1309,lmccarthy,full,San Francisco,Mobile,Other,IT/ITES
U1310,emmabrad,partial,Tokyo,Tablet,Supplier,MSP (Management Service Provider)
U1311,bradley.emma,partial,Tokyo,Mobile,Prospect,Non-management ISV
U1312,psaxena,full,Dubai,Mobile,Vendor,Storage Service Provider
U1313,guest.powell,minimal,London,Desktop,Prospect,ERP (Enterprise Resource Planning)
U1314,raj_bose,partial,New York,Desktop,Supplier,Data/Telecom OEM
U1315,guestthom,minimal,Delhi,Desktop,Prospect,Systems Integrator
U1316,wei_zheng,full,Toronto,Desktop,Competitor,Systems Integrator
U1317,sstokes,partial,New York,Mobile,Vendor,Optical Networking
U1318,zhou.wei,partial,Bengaluru,Desktop,Competitor,NBFC
U1319,chris.ingram,full,Bengaluru,Tablet,Press,ERP (Enterprise Resource Planning)
U1320,alexhunt,partial,Delhi,Tablet,Supplier,Service Provider
U1321,john.harrison,partial,Delhi,Mobile,Supplier,ManagementISV
U1322,guest_wood,minimal,Berlin,Desktop,Customer,ASP (Application Service Provider)
U1323,john.sutton,partial,New York,Tablet,Supplier,NBFC
U1324,aishakhan,partial,Delhi,Tablet,Customer,Storage Equipment
U1325,holt.chris,partial,Dubai,Mobile,Supplier,Service Provider
U1326,alexreev,partial,Mumbai,Desktop,Distributor,Large Enterprise
U1327,sam.hayes,partial,Mumbai,Mobile,Supplier,Wireless Industry
U1328,pnair,partial,Hyderabad,Desktop,Supplier,Large Enterprise
U1329,janelaws,partial,Amsterdam,Desktop,Other,SAAS
U1330,shicks,full,London,Mobile,Press,Small/Medium Enterprise
U1331,chris_boyd,full,Toronto,Desktop,Investor,HR Tech
U1332,ecooper,partial,London,Tablet,Vendor,NBFC
U1333,jthornton,full,Mumbai,Desktop,Reseller,Optical Networking
U1334,guest.white,minimal,New York,Mobile,Other,Retail
U1335,ferreira.maria,full,London,Mobile,Other,Automotive
U1336,pearson.emma,full,Mumbai,Tablet,Customer,BFSI
U1337,liam_nolan,partial,New York,Mobile,Supplier,Service Provider
U1338,wei.zheng,partial,Amsterdam,Mobile,Prospect,Data/Telecom OEM
U1339,chandler.david,full,Berlin,Desktop,Distributor,Systems Integrator
U1340,guest_powell,minimal,New York,Mobile,Prospect,ASP (Application Service Provider)
U1341,gyoung,minimal,London,Desktop,Investor,Service Provider
U1342,simpson.emma,full,Amsterdam,Mobile,Supplier,NBFC
U1343,evans.guest,minimal,New York,Mobile,Customer,Data/Telecom OEM
U1344,alex_frost,full,Chennai,Mobile,Distributor,ASP (Application Service Provider)
U1345,wei_zhang,full,Amsterdam,Mobile,Supplier,Automotive
U1346,hughes.david,partial,London,Desktop,Competitor,Network Equipment Enterprise
U1347,johnhayn,full,Delhi,Mobile,Press,Network Equipment Enterprise
U1348,guest_white,minimal,Mumbai,Desktop,Prospect,ERP (Enterprise Resource Planning)
U1349,gould.sam,partial,Singapore,Desktop,Analyst,HR Tech
U1350,chen.tang,partial,Mumbai,Desktop,Prospect,HR Tech
U1351,liamsull,partial,San Francisco,Mobile,Partner,Retail
U1352,emmaholm,full,Berlin,Mobile,Customer,ERP (Enterprise Resource Planning)
U1353,martin.guest,minimal,London,Desktop,Investor,ASP (Application Service Provider)
U1354,ethomas,full,Bengaluru,Desktop,Integrator,Storage Service Provider
U1355,jmorgan,partial,Dubai,Desktop,Analyst,Non-management ISV
U1356,guestwhit,minimal,New York,Desktop,Integrator,Network Equipment Enterprise
U1357,pkaur,partial,Delhi,Mobile,Analyst,Storage Equipment
U1358,lbrennan,full,Tokyo,Mobile,Other,ASP (Application Service Provider)
U1359,david_bryant,full,Singapore,Mobile,Prospect,ASP (Application Service Provider)
U1360,jane_reid,partial,Toronto,Desktop,Customer,ERP (Enterprise Resource Planning)
U1361,emmahart,full,Delhi,Tablet,Reseller,ManagementISV
U1362,jwade,full,Mumbai,Mobile,Integrator,Automotive
U1363,janemorg,full,Singapore,Desktop,Prospect,ASP (Application Service Provider)
U1364,saxena.priya,partial,Dubai,Desktop,Partner,NBFC
U1365,guest_wood,minimal,New York,Mobile,Supplier,Storage Equipment
U1366,santos.maria,partial,Chennai,Mobile,Integrator,Retail Tech
U1367,johnnorr,partial,New York,Mobile,Partner,Retail
U1368,aisha_raza,partial,Delhi,Desktop,Integrator,CPAAS
U1369,thompson.guest,minimal,London,Mobile,Reseller,ManagementISV
U1370,guest_lewis,minimal,Dubai,Mobile,Prospect,Storage Service Provider
U1371,priyadesa,full,Dubai,Mobile,Prospect,Retail Tech
U1372,mariasant,full,Berlin,Mobile,Supplier,Non-management ISV
U1373,liam.walsh,partial,Sydney,Desktop,Partner,Systems Integrator
U1374,brooks.david,full,Mumbai,Tablet,Customer,NBFC
U1375,rdesai,full,Delhi,Mobile,Analyst,ASP (Application Service Provider)
U1376,farooq.aisha,full,London,Mobile,Vendor,ManagementISV
U1377,mariasant,full,Singapore,Desktop,Press,Large Enterprise
U1378,riyer,partial,Bengaluru,Desktop,Press,ERP (Enterprise Resource Planning)
U1379,gwood,minimal,Singapore,Mobile,Analyst,ERP (Enterprise Resource Planning)
U1380,evans.guest,minimal,Delhi,Desktop,Prospect,CPAAS
U1381,guest.campbell,minimal,London,Mobile,Investor,Wireless Industry
U1382,guest_allen,minimal,Sydney,Mobile,Customer,Service Provider
U1383,john.simmons,partial,Berlin,Desktop,Competitor,Non-management ISV
U1384,aisha_hussain,full,Bengaluru,Desktop,Vendor,BFSI
U1385,alex_harley,partial,Delhi,Mobile,Press,CPAAS
U1386,mariagome,full,London,Desktop,Customer,HR Tech
U1387,ckerr,full,New York,Tablet,Prospect,HR Tech
U1388,baig.aisha,partial,Bengaluru,Mobile,Competitor,ASP (Application Service Provider)
U1389,alex_harley,full,Chennai,Mobile,Supplier,Government/Military
U1390,sara_lane,full,Delhi,Desktop,Integrator,ManagementISV
U1391,hall.guest,minimal,Mumbai,Mobile,Competitor,Data/Telecom OEM
U1392,guestedwa,minimal,Chennai,Desktop,Customer,Service Provider
U1393,wlin,partial,Delhi,Mobile,Investor,Automotive
U1394,sam_doyle,full,New York,Mobile,Distributor,Systems Integrator
U1395,liam_reilly,partial,Toronto,Mobile,Partner,Wireless Industry
U1396,chaudhary.aisha,full,Mumbai,Mobile,Partner,Large Enterprise
U1397,rajiyer,partial,Sydney,Desktop,Distributor,Data/Telecom OEM
U1398,powell.guest,minimal,Hyderabad,Desktop,Analyst,Retail Tech
U1399,weixu,full,Delhi,Mobile,Other,ASP (Application Service Provider)
U1400,gedwards,minimal,Mumbai,Mobile,Partner,IT/ITES
U1401,raj_reddy,full,London,Desktop,Customer,Service Provider
U1402,chen.zheng,partial,Dubai,Desktop,Distributor,IT/ITES
U1403,wei_wang,full,Berlin,Desktop,Analyst,Service Provider
U1404,alex.reeves,partial,Delhi,Desktop,Other,BFSI
U1405,jane_hayes,full,London,Mobile,Other,Retail Tech
U1406,wei_huang,full,Chennai,Mobile,Press,Data/Telecom OEM
U1407,dnewton,full,Bengaluru,Mobile,Competitor,Government/Military
U1408,chenwei,partial,Singapore,Mobile,Other,Small/Medium Enterprise
U1409,carr.david,partial,London,Desktop,Analyst,IT/ITES
U1410,aisha.ali,full,New York,Mobile,Vendor,ManagementISV
U1411,cnash,full,Delhi,Mobile,Supplier,SAAS
U1412,weiwang,full,Mumbai,Mobile,Competitor,Government/Military
U1413,baig.aisha,full,Delhi,Mobile,Distributor,Retail
U1414,johncair,partial,London,Mobile,Customer,Retail
U1415,sutton.jane,full,New York,Desktop,Supplier,Retail Tech
U1416,clarke.emma,partial,Singapore,Mobile,Press,ManagementISV
U1417,fletcher.jane,full,Bengaluru,Mobile,Other,Network Equipment Enterprise
U1418,priya_joshi,partial,London,Desktop,Reseller,Systems Integrator
U1419,ryan.liam,partial,London,Mobile,Partner,CPAAS
U1420,hall.guest,minimal,Tokyo,Mobile,Competitor,Optical Networking
U1421,sam.hayes,partial,Bengaluru,Mobile,Analyst,BFSI
U1422,sara_walters,full,Delhi,Mobile,Supplier,Retail Tech
U1423,lewis.guest,minimal,Delhi,Mobile,Integrator,Systems Integrator
U1424,guest_young,minimal,Toronto,Desktop,Partner,ASP (Application Service Provider)
U1425,jelliot,full,Sydney,Desktop,Investor,Storage Service Provider
U1426,guestwood,minimal,Dubai,Mobile,Competitor,Wireless Industry
U1427,edwards.guest,minimal,Bengaluru,Desktop,Analyst,Service Provider
U1428,guest_evans,minimal,Tokyo,Mobile,Press,SAAS
U1429,emmaevan,full,New York,Desktop,Customer,Network Equipment Enterprise
U1430,lreilly,full,Mumbai,Mobile,Distributor,SAAS
U1431,priya_pillai,full,Chennai,Mobile,Press,Government/Military
U1432,liambren,full,Delhi,Desktop,Investor,Data/Telecom OEM
U1433,liu.chen,full,Berlin,Mobile,Partner,Small/Medium Enterprise
U1434,hall.guest,minimal,Chennai,Mobile,Analyst,NBFC
U1435,liam.o'brien,full,London,Mobile,Other,ERP (Enterprise Resource Planning)
U1436,guestyoun,minimal,Chennai,Mobile,Reseller,CPAAS
U1437,ddixon,partial,Singapore,Mobile,Press,Large Enterprise
U1438,johnsimm,full,London,Mobile,Competitor,ManagementISV
U1439,guest.anderson,minimal,Mumbai,Mobile,Partner,Network Equipment Enterprise
U1440,guest.powell,minimal,Tokyo,Desktop,Reseller,ERP (Enterprise Resource Planning)
U1441,rsingh,full,Singapore,Mobile,Other,MSP (Management Service Provider)
U1442,evans.emma,partial,Toronto,Mobile,Competitor,Service Provider
U1443,chris.doyle,full,Bengaluru,Mobile,Reseller,BFSI
U1444,weitang,full,Delhi,Mobile,Competitor,Government/Military
U1445,wei.li,partial,London,Mobile,Prospect,ERP (Enterprise Resource Planning)
U1446,guest.edwards,minimal,Singapore,Desktop,Other,Network Equipment Enterprise
U1447,davidcarr,partial,Toronto,Mobile,Partner,Storage Service Provider
U1448,doyle.sam,full,New York,Mobile,Integrator,NBFC
U1449,swright,partial,Chennai,Mobile,Competitor,Retail Tech
U1450,stone.alex,full,London,Mobile,Press,Storage Equipment
U1451,guest.powell,minimal,London,Desktop,Analyst,HR Tech
U1452,chris_kelly,partial,Dubai,Mobile,Prospect,Government/Military
U1453,david.dawson,full,Mumbai,Mobile,Integrator,Government/Military
U1454,davenport.sara,full,Hyderabad,Desktop,Partner,Network Equipment Enterprise
U1455,raj_desai,full,Toronto,Mobile,Competitor,SAAS
U1456,showell,full,Bengaluru,Tablet,Vendor,CPAAS
U1457,emma.edwards,full,Chennai,Mobile,Supplier,Data/Telecom OEM
U1458,chris_ramsey,full,Toronto,Mobile,Analyst,ManagementISV
U1459,chris_ford,full,New York,Tablet,Reseller,Large Enterprise
U1460,chenzhu,full,Bengaluru,Mobile,Distributor,Government/Military
U1461,etaylor,full,London,Tablet,Prospect,Government/Military
U1462,gwood,minimal,Sydney,Mobile,Analyst,ASP (Application Service Provider)
U1463,priyarao,partial,Berlin,Mobile,Other,Large Enterprise
U1464,mariapere,full,Toronto,Desktop,Other,BFSI
U1465,lreilly,full,Toronto,Desktop,Vendor,IT/ITES
U1466,johnwade,partial,Hyderabad,Desktop,Other,ASP (Application Service Provider)
U1467,aisha_farooq,full,Singapore,Mobile,Analyst,Storage Service Provider
U1468,david.lawson,partial,Bengaluru,Mobile,Partner,Automotive
U1469,eedwards,partial,Delhi,Desktop,Customer,Retail Tech
U1470,swalters,full,Delhi,Desktop,Other,NBFC
U1471,sam.gould,partial,Berlin,Mobile,Prospect,CPAAS
U1472,powell.guest,minimal,Delhi,Mobile,Distributor,MSP (Management Service Provider)
U1473,chenwang,partial,Hyderabad,Mobile,Supplier,Network Equipment Enterprise
U1474,priyaiyer,full,Delhi,Mobile,Vendor,SAAS
U1475,jane_morgan,full,Delhi,Mobile,Competitor,Government/Military
U1476,john.elliot,partial,Tokyo,Desktop,Reseller,SAAS
U1477,david_carr,full,Dubai,Mobile,Distributor,NBFC
U1478,malhotra.priya,partial,Bengaluru,Desktop,Other,Government/Military
U1479,patel.raj,full,Toronto,Desktop,Integrator,BFSI
U1480,guest.edwards,minimal,New York,Mobile,Reseller,ERP (Enterprise Resource Planning)
U1481,janecros,partial,Bengaluru,Desktop,Partner,Storage Equipment
U1482,alex_moss,partial,Bengaluru,Mobile,Competitor,Government/Military
U1483,aisha.sheikh,partial,Delhi,Desktop,Press,Large Enterprise
U1484,emmaevan,partial,Tokyo,Mobile,Prospect,Retail
U1485,wei.xu,partial,Bengaluru,Desktop,Reseller,Government/Military
U1486,jane.frost,full,Singapore,Mobile,Competitor,Small/Medium Enterprise
U1487,gyoung,minimal,New York,Mobile,Press,Government/Military
U1488,rbose,full,Delhi,Desktop,Analyst,Large Enterprise
U1489,alex.moss,full,Bengaluru,Mobile,Prospect,Storage Service Provider
U1490,chen_wu,partial,Dubai,Mobile,Prospect,Retail
U1491,david.weir,full,London,Tablet,Vendor,NBFC
U1492,janehaye,full,London,Mobile,Partner,Wireless Industry
U1493,collins.jane,full,New York,Desktop,Investor,BFSI
U1494,guest.allen,minimal,Mumbai,Desktop,Other,Small/Medium Enterprise
U1495,gevans,minimal,Mumbai,Desktop,Competitor,BFSI
U1496,chen_zhang,partial,Mumbai,Mobile,Partner,NBFC
U1497,farooq.aisha,partial,Delhi,Mobile,Reseller,HR Tech
U1498,shammond,full,Berlin,Desktop,Reseller,Government/Military
U1499,mason.emma,partial,Toronto,Mobile,Integrator,ManagementISV
U1500,samstok,partial,Sydney,Desktop,Supplier,Retail
U1501,jhaynes,partial,Tokyo,Mobile,Investor,Retail Tech
U1502,clin,partial,Mumbai,Mobile,Investor,Large Enterprise
U1503,emma.clarke,full,Mumbai,Mobile,Customer,Non-management ISV
U1504,wwang,partial,Delhi,Mobile,Vendor,MSP (Management Service Provider)
U1505,mlopez,full,Mumbai,Desktop,Press,BFSI
U1506,guest.wood,minimal,Singapore,Desktop,Analyst,Network Equipment Enterprise
U1507,david.brooks,full,Toronto,Desktop,Reseller,Network Equipment Enterprise
U1508,reddy.raj,full,Bengaluru,Tablet,Vendor,CPAAS
U1509,jane.holt,full,San Francisco,Mobile,Press,Optical Networking
U1510,sara_ramsey,partial,Bengaluru,Tablet,Customer,ERP (Enterprise Resource Planning)
U1511,david_weir,partial,Chennai,Mobile,Vendor,SAAS
U1512,gyoung,minimal,Delhi,Mobile,Analyst,Retail
U1513,emma.davies,full,Sydney,Desktop,Customer,Small/Medium Enterprise
U1514,alex_saunders,partial,Bengaluru,Tablet,Partner,IT/ITES
U1515,alex.harley,partial,New York,Tablet,Other,Storage Service Provider
U1516,chenzhu,full,Delhi,Mobile,Customer,Service Provider
U1517,iyer.raj,partial,Toronto,Mobile,Partner,Retail Tech
U1518,farooq.aisha,full,Dubai,Mobile,Analyst,Service Provider
U1519,jelliot,partial,Bengaluru,Mobile,Reseller,Retail Tech
U1520,david.bryant,full,Amsterdam,Mobile,Investor,BFSI
U1521,gedwards,minimal,Dubai,Mobile,Prospect,Large Enterprise
U1522,chenzhou,full,Singapore,Tablet,Reseller,Automotive
U1523,rajnair,full,Toronto,Mobile,Investor,Wireless Industry
U1524,chen.zhou,full,Sydney,Mobile,Customer,Non-management ISV
U1525,jbennett,partial,Bengaluru,Desktop,Customer,Storage Service Provider
U1526,emmaevan,full,Toronto,Mobile,Partner,SAAS
U1527,dixon.david,full,Tokyo,Mobile,Competitor,Automotive
U1528,sara.lane,full,Amsterdam,Mobile,Prospect,Large Enterprise
U1529,wei.zheng,partial,Singapore,Mobile,Investor,Storage Service Provider
U1530,gedwards,minimal,New York,Mobile,Investor,Network Equipment Enterprise
U1531,jwade,full,Dubai,Desktop,Investor,ManagementISV
U1532,riyer,full,Berlin,Desktop,Distributor,Large Enterprise
U1533,cford,full,New York,Mobile,Prospect,Automotive
U1534,aharley,partial,Mumbai,Desktop,Reseller,Storage Equipment
U1535,janecoll,full,Mumbai,Desktop,Customer,Service Provider
U1536,alexkimu,full,Bengaluru,Mobile,Distributor,Non-management ISV
U1537,alex_kimura,partial,London,Desktop,Partner,Service Provider
U1538,guest_wood,minimal,Sydney,Tablet,Prospect,HR Tech
U1539,gallagher.liam,partial,San Francisco,Tablet,Investor,Retail Tech
U1540,wei.xu,partial,Mumbai,Desktop,Integrator,Retail Tech
U1541,clifton.chris,full,London,Desktop,Reseller,Optical Networking
U1542,emma_simpson,partial,Amsterdam,Mobile,Other,Small/Medium Enterprise
U1543,liam.o'brien,full,London,Mobile,Customer,ERP (Enterprise Resource Planning)
U1544,saralenn,full,Mumbai,Mobile,Competitor,ASP (Application Service Provider)
U1545,powell.guest,minimal,Mumbai,Mobile,Distributor,Data/Telecom OEM
U1546,pbhat,partial,Berlin,Tablet,Integrator,ASP (Application Service Provider)
U1547,eedwards,full,San Francisco,Mobile,Distributor,Retail Tech
U1548,liam.mccarthy,full,Sydney,Desktop,Other,Large Enterprise
U1549,farooq.aisha,partial,Amsterdam,Mobile,Integrator,Service Provider
U1550,davidfost,full,Toronto,Tablet,Vendor,Automotive
U1551,sam.hicks,full,New York,Desktop,Prospect,Service Provider
U1552,cooper.emma,full,Berlin,Desktop,Vendor,Network Equipment Enterprise
U1553,guest_powell,minimal,Mumbai,Mobile,Reseller,CPAAS
U1554,chris.flynn,full,Sydney,Desktop,Prospect,Systems Integrator
U1555,hall.guest,minimal,Sydney,Desktop,Investor,Automotive
U1556,gmartin,minimal,Singapore,Mobile,Investor,Storage Equipment
U1557,john_cairns,partial,Chennai,Mobile,Competitor,Service Provider
U1558,chen.wei,full,Berlin,Desktop,Press,Retail Tech
U1559,czhu,full,Bengaluru,Mobile,Press,Retail Tech
U1560,sbowen,partial,Sydney,Desktop,Investor,Storage Service Provider
U1561,he.chen,partial,Dubai,Mobile,Distributor,Data/Telecom OEM
U1562,samtann,partial,Singapore,Mobile,Integrator,Data/Telecom OEM
U1563,brooks.david,full,Delhi,Mobile,Vendor,Storage Service Provider
U1564,guest.white,minimal,Delhi,Desktop,Vendor,Service Provider
U1565,guestedwa,minimal,Singapore,Mobile,Customer,BFSI
U1566,howell.sam,partial,Tokyo,Tablet,Customer,Network Equipment Enterprise
U1567,gibbs.alex,partial,London,Mobile,Press,Data/Telecom OEM
U1568,guestwhit,minimal,Toronto,Desktop,Integrator,Retail Tech
U1569,hashmi.aisha,full,London,Tablet,Analyst,SAAS
U1570,cross.jane,partial,Hyderabad,Desktop,Investor,Small/Medium Enterprise
U1571,gmartin,minimal,Sydney,Desktop,Reseller,Retail
U1572,anderson.guest,minimal,Dubai,Mobile,Customer,CPAAS
U1573,ganderson,minimal,New York,Desktop,Distributor,SAAS
U1574,lane.sara,full,Mumbai,Desktop,Other,Non-management ISV
U1575,adrummond,partial,Singapore,Mobile,Competitor,HR Tech
U1576,sara_lennon,partial,Mumbai,Desktop,Investor,Optical Networking
U1577,glewis,minimal,Sydney,Desktop,Press,Non-management ISV
U1578,gmartin,minimal,Mumbai,Mobile,Integrator,Storage Equipment
U1579,pmenon,full,San Francisco,Mobile,Supplier,CPAAS
U1580,hartley.sara,full,Dubai,Tablet,Customer,Large Enterprise
U1581,gmartin,minimal,New York,Desktop,Competitor,Government/Military
U1582,liam_walsh,full,Berlin,Desktop,Supplier,SAAS
U1583,fletcher.jane,partial,Bengaluru,Mobile,Prospect,Wireless Industry
U1584,wei_li,partial,London,Mobile,Supplier,Optical Networking
U1585,prao,full,Amsterdam,Mobile,Press,Non-management ISV
U1586,sbenson,full,Dubai,Mobile,Vendor,MSP (Management Service Provider)
U1587,maria.ferreira,partial,Berlin,Desktop,Competitor,Retail
U1588,guesthall,minimal,Dubai,Desktop,Other,ERP (Enterprise Resource Planning)
U1589,priyaredd,partial,Singapore,Desktop,Other,Retail Tech
U1590,guestalle,minimal,London,Tablet,Integrator,Systems Integrator
U1591,cxu,partial,New York,Desktop,Partner,Small/Medium Enterprise
U1592,weizhou,partial,Chennai,Desktop,Integrator,Data/Telecom OEM
